case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,c1,c1a,qnco1,qnco3,partycbs,pphl3,age30,age50,age65,age5,degree,income3,income10,married,parents,cbsrace,cbsreli6,cbsreli2,cbschris,sumo1,sumo2,su3rot,sumo3,su4rot,sumo4,su5rot,sumo5,sumo6,sumo9,sumo7,su8rot,sumo8,sumo10,sumo11,su12rot,sumo12,su13rot,sumo13
10000044,803,.9658,WI,D,Non-Metro,North Central,East North Central,Rented,Married,Part-time,Five,Three,Two,One,None,One,One, , , , , ,7, , , , ,4, , , , ,No,36, ,Graduated college,"Less than $50,000 (Unspecified)",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Very liberal,No,Two,Male,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Liberal,30+,18-49,18-64,35-44,College,Under $50k,Under $100k,Married,No,White,None,Non-religious,No,Wouldn't matter much,Never,too few/too many,Right amount,big/small,Small screen,in theater/at home,More at home,Prejudice played a role,Won't watch, ,45321,Sausage,Yes,Yes,women/men,Women more romantic,quality/size,Quality
10000046,803,.8344,WI,B,Center City County (Metro),North Central,East North Central,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,70, ,Technical school/other,"$50,000 but less than $75,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Very conservative,Yes,None,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Republicans,Conservative,30+,50+,65+,65+,No degree,$50k but under $100k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Don't know/no answer,big/small,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",42531,Sausage,No,No,men/women,Men more romantic,size/quality,Quality
10000047,803,1.2963,IL,A,Center City County (Metro),North Central,East North Central,Owned,Married,Retired,Three,Three,One,Two, , , , , , , , , , , , , , , , , , , ,60, ,Some college,"$100,000 to under $150,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,None,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Moderate,30+,50+,18-64,55-64,No degree,$100k+,$100k+,Married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Frequently,too few/too many,Too many,big/small,Big screen,at home/in theater,More at home,Quality of work,Will watch,"Yes, will eat pizza",34251,Sausage,Yes,No,men/women,Women more romantic,size/quality,Quality
10000049,803,.5787,IA,D,Non-Metro,North Central,West North Central,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,54, ,High school graduate,"$50,000 but less than $75,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Somewhat conservative,Yes,None,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,5, , ,Independents,Conservative,30+,50+,18-64,45-54,No degree,$50k but under $100k,Under $100k,Married,No,White,Catholic,Religious,Yes,Less likely,Sometimes,too few/too many,Right amount,big/small,Big screen,at home/in theater,More at home,Quality of work,Won't watch, ,34215,Sausage,Yes,No,men/women,Men more romantic,quality/size,Quality
10000050,803,.8836,TX,A,Center City (Metro),South,West South Central,Owned,Married,Full-time,Three,Three,Two,One, , , , , , , , , , , , , , , , , , , ,Refused,50-64,Graduated college,"$50,000 but less than $75,000",White Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,None,Female,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", ,1,United States, ,Independents,Moderate,30+,50+,18-64,Don't know/no answer,College,$50k but under $100k,Under $100k,Married,No,White,None,Non-religious,No,Less likely,Rarely,too many/too few,Right amount,big/small,Big screen,in theater/at home,Same amount,Quality of work,Will watch,"No, won't eat pizza",35412,Don't eat pizza,Yes,No,men/women,No difference,size/quality,Quality
10000051,803,.6491,WI,B,Center City (Metro),North Central,East North Central,Owned,Married,Retired,Four,Three,One,Two,None,None,One, , , , , , , , , , ,3, , , , ,No,80, ,Less than high school graduate,"$40,000 but less than $50,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 5-1 asked,Somewhat liberal,Yes,None,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,2, , ,Republicans,Liberal,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,big/small,Small screen,in theater/at home,More at home,Quality of work,Will watch,"Yes, will eat pizza",13425,Sausage,Yes,Yes,men/women,Women more romantic,size/quality,Quality
10000053,803,.4765,AL,C,Center City County (Metro),South,East South Central,Owned,Married,Retired,Four,Three,Two,One,One,None,None,14, , , , , , , , , , , , , , ,Yes,55, ,Some college,"$50,000 but less than $75,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,One,Female,Baptist,Landline,"Yes, respondent or someone in household has cell phone", ,4, , ,Independents,Conservative,30+,50+,18-64,55-64,No degree,$50k but under $100k,Under $100k,Married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,42351,Pepperoni,No,Yes,women/men,Women more romantic,size/quality,Quality
10000055,803,.25,IN,A,Center City County (Metro),North Central,East North Central,Owned,Divorced,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,70, ,Graduated college,"$30,000 but less than $40,000",Mixed,Male Democrat/Republican,Refused,d3 5-1 asked,Moderate,Yes,None,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,2, , ,Independents,Moderate,30+,50+,65+,65+,College,Under $50k,Under $100k,Not married,No,Other/Mixed,Protestant,Religious,Yes,Wouldn't matter much,Don't know/no answer,too many/too few,Don't know/no answer,small/big,Small screen,at home/in theater,Don't know/no answer,Quality of work,Won't watch, ,43125,Mushrooms,Yes,Yes,women/men,No difference,quality/size,Quality
10000057,803,.2772,LA,B,Center City (Metro),South,West South Central,Rented,Widowed,Disabled/Handicapped,One,One,None,One, , , , , , , , , , , , , , , , , , , ,67, ,Less than high school graduate,"Less than $15,000",Black Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat conservative,Yes,None,Female,Baptist,Landline,No, , , , ,Democrats,Conservative,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Never,too many/too few,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,43512,Sausage,No,No,women/men,Women more romantic,size/quality,Size
10000058,803,1.5357,IN,A,Surburban (Metro),North Central,East North Central,Owned,Married,Homemaker,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,39, ,Graduated college,"$75,000 but less than $100,000",White Non-Hispanic,Male Democrat/Republican,Refused,d3 1-5 asked,Don't know,Yes,None,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Don't know/no answer,30+,18-49,18-64,35-44,College,$50k but under $100k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Don't know/no answer,too many/too few,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Don't know/no answer,Depends, ,54123,Sausage,Yes,Yes,men/women,Women more romantic,quality/size,Quality
10000061,803,.8478,IA,B,Center City County (Metro),North Central,West North Central,Owned,Married,Full-time,Three,Two,One,One,One,None,None,14, , , , , , , , , , , , , , ,Yes,43, ,Graduate school or more,"$150,000 to under $200,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,Three,Male,Atheist,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Moderate,30+,18-49,18-64,35-44,Post grad,$100k+,$100k+,Married,Yes,White,None,Non-religious,No,Wouldn't matter much,Rarely,too many/too few,Too many,big/small,Big screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",12354,Pepperoni,Yes,No,men/women,No difference,size/quality,Quality
10000062,803,.3715,MO,B,Center City (Metro),North Central,West North Central,Rented,Divorced,Part-time,Two,Two,None,Two, , , , , , , , , , , , , , , , , , , ,68, ,Graduated college,"Less than $15,000",Black Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,None,Female,Baptist,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Democrats,Liberal,30+,50+,65+,65+,College,Under $50k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,small/big,Big screen,at home/in theater,Same amount,Prejudice played a role,Will watch,"No, won't eat pizza",15342,Sausage,Yes,Yes,women/men,Men more romantic,size/quality,Quality
10000065,803,.6995,OK,B,Center City (Metro),South,West South Central,Owned,"Single, that is never married",Student,Three,Three,None,Three, , , , , , , , , , , , , , , , , , , ,18, ,Less than high school graduate,Don't know,Unspecified Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Very conservative,Yes,None,Female,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", ,2,United States, ,Democrats,Conservative,18-29,18-49,18-64,18-34,No degree,Don't know/no answer,Don't know/no answer,Not married,No,Other/Mixed,None,Non-religious,No,Wouldn't matter much,Sometimes,too few/too many,Too many,big/small,Big screen,in theater/at home,Same amount,Quality of work,Will watch,"No, won't eat pizza",31524,Don't eat pizza,Yes,Yes,women/men,Women more romantic,size/quality,Quality
10000066,803,.641,AL,D,Non-Metro,South,East South Central,Owned,Divorced,Full-time,One,One,One,None, , , , , , , , , , , , , , , , , , , ,56, ,High school graduate,"$25,000 but less than $30,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Very conservative,Yes,None,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Conservative,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Right amount,big/small,Big screen,in theater/at home,More at home,Quality of work,Won't watch, ,35214,Pepperoni,No,Yes,women/men,Women more romantic,quality/size,Quality
10000068,803,.6565,WI,C,Center City County (Metro),North Central,East North Central,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,77, ,Graduate school or more,"$30,000 but less than $40,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Conservative,30+,50+,65+,65+,Post grad,Under $50k,Under $100k,Married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Too many,big/small,Small screen,in theater/at home,Same amount,Quality of work,Will watch,"No, won't eat pizza",31254,Pepperoni,Yes,No,men/women,Women more romantic,quality/size,Quality
10000069,803,.2903,IL,A,Surburban (Metro),North Central,East North Central,Rented,Divorced,Full-time,One,One,One,None, , , , , , , , , , , , , , , , , , , ,28, ,Graduated college,"$25,000 but less than $30,000",Black Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,None,Male,Christian (Just Christian),Landline,"Yes, respondent or someone in household has cell phone", ,1,United States, ,Democrats,Liberal,18-29,18-49,18-64,18-34,College,Under $50k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,big/small,Small screen,at home/in theater,Same amount,Prejudice played a role,Will watch,"No, won't eat pizza",12453,Pepperoni,No,No,men/women,Women more romantic,size/quality,Quality
10000070,803,.5086,TN,B,Center City (Metro),South,East South Central,Owned,"Single, living with a partner",Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,54, ,High school graduate,"$75,000 but less than $100,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Somewhat conservative,Yes,Two,Male,Baptist,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Conservative,30+,50+,18-64,45-54,No degree,$50k but under $100k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Right amount,small/big,Small screen,at home/in theater,More at home,Prejudice played a role,Will watch,"Yes, will eat pizza",14352,Pepperoni,No,Yes,women/men,Women more romantic,quality/size,Quality
10000071,803,2.2196,SD,D,Non-Metro,North Central,West North Central,Rented,Married,Homemaker,Five,Two,One,One,None,Two,One, , , , , ,11,7, , , ,1, , , , ,Yes,30, ,Less than high school graduate,"$25,000 but less than $30,000",Native American/American Indian/Alaska Native,Male Republican/Democrat,A Republican,d3 5-1 asked,Moderate,Yes,None,Female,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Republicans,Moderate,30+,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Married,Yes,Other/Mixed,None,Non-religious,No,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",41253,Mushrooms,No,No,women/men,Women more romantic,size/quality,Quality
10000072,803,.9535,MN,A,Center City County (Metro),North Central,West North Central,Owned,Married,Part-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,Refused,50-64,Graduated college,Refused,White Non-Hispanic,Male Republican/Democrat,Don't know,d3 5-1 asked,Moderate,Yes,None,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Moderate,30+,50+,18-64,Don't know/no answer,College,Don't know/no answer,Don't know/no answer,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Never,too few/too many,Too many,big/small,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",42135,Pepperoni,No,No,men/women,Women more romantic,size/quality,Quality
10000073,803,.9743,AR,D,Non-Metro,South,West South Central,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,50, ,Some college,"$25,000 but less than $30,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Moderate,No,One,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Moderate,30+,50+,18-64,45-54,No degree,Under $50k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Frequently,too many/too few,Don't know/no answer,big/small,Small screen,in theater/at home,More at home,Quality of work,Won't watch, ,12435,Mushrooms,Yes,Yes,men/women,Women more romantic,size/quality,Quality
10000074,803,.6486,KS,C,Non-Metro,North Central,West North Central,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,82, ,High school graduate,"Less than $15,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,None,Female,Methodist,Landline,No, , , , ,Independents,Moderate,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Never,too many/too few,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Don't know/no answer,Won't watch, ,43521,Mushrooms,Yes,Yes,women/men,No difference,size/quality,Quality
10000075,803,1.5617,KS,D,Non-Metro,North Central,West North Central,Owned,Married,Full-time,Six,Two,One,One,One,One,Two,13, , , , ,10, , , , ,2,Less than 1 year, , , ,Yes,36, ,Some college,"$40,000 but less than $50,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat conservative,Yes,None,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Republicans,Conservative,30+,18-49,18-64,35-44,No degree,Under $50k,Under $100k,Married,Yes,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,small/big,Big screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",35142,Pepperoni,No,Yes,women/men,Women more romantic,quality/size,Quality
10000076,803,.25,WA,C,Non-Metro,West,Pacific,Owned,Widowed,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,88, ,Some college,Refused,White Non-Hispanic,Male Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,Two,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Republicans,Conservative,30+,50+,65+,65+,No degree,Don't know/no answer,Don't know/no answer,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Don't know/no answer,Won't watch, ,41523,Pepperoni,No,No,men/women,Women more romantic,size/quality,Quality
